Giorno,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto,"Totale Bianche","Totale Gialle","Totale Arancioni","Totale Rosse",mappa
2020-11-06,Gialla,Gialla,Rossa,Gialla,Gialla,Gialla,Gialla,Gialla,Rossa,Gialla,Gialla,Gialla,Gialla,Rossa,Arancione,Gialla,Arancione,Gialla,Gialla,Rossa,Gialla,0,15,2,4,https://covid-19-zone.tsiotas.com/img/2020-11-06.png
2020-11-07,Gialla,Gialla,Rossa,Gialla,Gialla,Gialla,Gialla,Gialla,Rossa,Gialla,Gialla,Gialla,Gialla,Rossa,Arancione,Gialla,Arancione,Gialla,Gialla,Rossa,Gialla,0,15,2,4,https://covid-19-zone.tsiotas.com/img/2020-11-06.png
2020-11-08,Gialla,Gialla,Rossa,Gialla,Gialla,Gialla,Gialla,Gialla,Rossa,Gialla,Gialla,Gialla,Gialla,Rossa,Arancione,Gialla,Arancione,Gialla,Gialla,Rossa,Gialla,0,15,2,4,https://covid-19-zone.tsiotas.com/img/2020-11-06.png
2020-11-09,Gialla,Gialla,Rossa,Gialla,Gialla,Gialla,Gialla,Gialla,Rossa,Gialla,Gialla,Gialla,Gialla,Rossa,Arancione,Gialla,Arancione,Gialla,Gialla,Rossa,Gialla,0,15,2,4,https://covid-19-zone.tsiotas.com/img/2020-11-06.png
2020-11-10,Gialla,Gialla,Rossa,Gialla,Gialla,Gialla,Gialla,Gialla,Rossa,Gialla,Gialla,Gialla,Gialla,Rossa,Arancione,Gialla,Arancione,Gialla,Gialla,Rossa,Gialla,0,15,2,4,https://covid-19-zone.tsiotas.com/img/2020-11-06.png
2020-11-11,Arancione,Arancione,Rossa,Gialla,Gialla,Gialla,Gialla,Arancione,Rossa,Gialla,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Arancione,Arancione,Rossa,Gialla,0,9,7,5,https://covid-19-zone.tsiotas.com/img/2020-11-11.png
2020-11-12,Arancione,Arancione,Rossa,Gialla,Gialla,Gialla,Gialla,Arancione,Rossa,Gialla,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Arancione,Arancione,Rossa,Gialla,0,9,7,5,https://covid-19-zone.tsiotas.com/img/2020-11-11.png
2020-11-13,Arancione,Arancione,Rossa,Gialla,Gialla,Gialla,Gialla,Arancione,Rossa,Gialla,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Arancione,Arancione,Rossa,Gialla,0,9,7,5,https://covid-19-zone.tsiotas.com/img/2020-11-11.png
2020-11-14,Arancione,Arancione,Rossa,Gialla,Gialla,Gialla,Gialla,Arancione,Rossa,Gialla,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Arancione,Arancione,Rossa,Gialla,0,9,7,5,https://covid-19-zone.tsiotas.com/img/2020-11-11.png
2020-11-15,Arancione,Arancione,Rossa,Rossa,Arancione,Arancione,Gialla,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Rossa,Arancione,Rossa,Gialla,0,5,9,7,https://covid-19-zone.tsiotas.com/img/2020-11-15.png
2020-11-16,Arancione,Arancione,Rossa,Rossa,Arancione,Arancione,Gialla,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Rossa,Arancione,Rossa,Gialla,0,5,9,7,https://covid-19-zone.tsiotas.com/img/2020-11-15.png
2020-11-17,Arancione,Arancione,Rossa,Rossa,Arancione,Arancione,Gialla,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Rossa,Arancione,Rossa,Gialla,0,5,9,7,https://covid-19-zone.tsiotas.com/img/2020-11-15.png
2020-11-18,Rossa,Arancione,Rossa,Rossa,Arancione,Arancione,Gialla,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Rossa,Arancione,Rossa,Gialla,0,5,8,8,https://covid-19-zone.tsiotas.com/img/2020-11-18.png
2020-11-19,Rossa,Arancione,Rossa,Rossa,Arancione,Arancione,Gialla,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Rossa,Arancione,Rossa,Gialla,0,5,8,8,https://covid-19-zone.tsiotas.com/img/2020-11-18.png
2020-11-20,Rossa,Arancione,Rossa,Rossa,Arancione,Arancione,Gialla,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Rossa,Arancione,Rossa,Gialla,0,5,8,8,https://covid-19-zone.tsiotas.com/img/2020-11-18.png
2020-11-21,Rossa,Arancione,Rossa,Rossa,Arancione,Arancione,Gialla,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Rossa,Arancione,Rossa,Gialla,0,5,8,8,https://covid-19-zone.tsiotas.com/img/2020-11-18.png
2020-11-22,Rossa,Arancione,Rossa,Rossa,Arancione,Arancione,Gialla,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Rossa,Arancione,Rossa,Gialla,0,5,8,8,https://covid-19-zone.tsiotas.com/img/2020-11-18.png
2020-11-23,Rossa,Arancione,Rossa,Rossa,Arancione,Arancione,Gialla,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Rossa,Arancione,Rossa,Gialla,0,5,8,8,https://covid-19-zone.tsiotas.com/img/2020-11-18.png
2020-11-24,Rossa,Arancione,Rossa,Rossa,Arancione,Arancione,Gialla,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Rossa,Arancione,Rossa,Gialla,0,5,8,8,https://covid-19-zone.tsiotas.com/img/2020-11-18.png
2020-11-25,Rossa,Arancione,Rossa,Rossa,Arancione,Arancione,Gialla,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Rossa,Arancione,Rossa,Gialla,0,5,8,8,https://covid-19-zone.tsiotas.com/img/2020-11-18.png
2020-11-26,Rossa,Arancione,Rossa,Rossa,Arancione,Arancione,Gialla,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Rossa,Arancione,Rossa,Gialla,0,5,8,8,https://covid-19-zone.tsiotas.com/img/2020-11-18.png
2020-11-27,Rossa,Arancione,Rossa,Rossa,Arancione,Arancione,Gialla,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Rossa,Arancione,Rossa,Gialla,0,5,8,8,https://covid-19-zone.tsiotas.com/img/2020-11-18.png
2020-11-28,Rossa,Arancione,Rossa,Rossa,Arancione,Arancione,Gialla,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Rossa,Arancione,Gialla,Arancione,Rossa,Arancione,Rossa,Gialla,0,5,8,8,https://covid-19-zone.tsiotas.com/img/2020-11-18.png
2020-11-29,Rossa,Arancione,Arancione,Rossa,Arancione,Arancione,Gialla,Gialla,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Gialla,Gialla,Rossa,Arancione,Rossa,Gialla,0,7,9,5,https://covid-19-zone.tsiotas.com/img/2020-11-29.png
2020-11-30,Rossa,Arancione,Arancione,Rossa,Arancione,Arancione,Gialla,Gialla,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Gialla,Gialla,Rossa,Arancione,Rossa,Gialla,0,7,9,5,https://covid-19-zone.tsiotas.com/img/2020-11-29.png
2020-12-01,Rossa,Arancione,Arancione,Rossa,Arancione,Arancione,Gialla,Gialla,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Gialla,Gialla,Rossa,Arancione,Rossa,Gialla,0,7,9,5,https://covid-19-zone.tsiotas.com/img/2020-11-29.png
2020-12-02,Rossa,Arancione,Arancione,Rossa,Arancione,Arancione,Gialla,Gialla,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Gialla,Gialla,Rossa,Arancione,Rossa,Gialla,0,7,9,5,https://covid-19-zone.tsiotas.com/img/2020-11-29.png
2020-12-03,Rossa,Arancione,Arancione,Rossa,Arancione,Arancione,Gialla,Gialla,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Gialla,Gialla,Rossa,Arancione,Rossa,Gialla,0,7,9,5,https://covid-19-zone.tsiotas.com/img/2020-11-29.png
2020-12-04,Rossa,Arancione,Arancione,Rossa,Arancione,Arancione,Gialla,Gialla,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Gialla,Gialla,Rossa,Arancione,Rossa,Gialla,0,7,9,5,https://covid-19-zone.tsiotas.com/img/2020-11-29.png
2020-12-05,Rossa,Arancione,Arancione,Rossa,Arancione,Arancione,Gialla,Gialla,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Gialla,Gialla,Rossa,Arancione,Rossa,Gialla,0,7,9,5,https://covid-19-zone.tsiotas.com/img/2020-11-29.png
2020-12-06,Rossa,Arancione,Arancione,Arancione,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,0,12,8,1,https://covid-19-zone.tsiotas.com/img/2020-12-06.png
2020-12-07,Rossa,Arancione,Arancione,Arancione,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,0,12,8,1,https://covid-19-zone.tsiotas.com/img/2020-12-06.png
2020-12-08,Rossa,Arancione,Arancione,Arancione,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,0,12,8,1,https://covid-19-zone.tsiotas.com/img/2020-12-06.png
2020-12-09,Rossa,Arancione,Arancione,Arancione,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,0,12,8,1,https://covid-19-zone.tsiotas.com/img/2020-12-06.png
2020-12-10,Rossa,Arancione,Arancione,Arancione,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,0,12,8,1,https://covid-19-zone.tsiotas.com/img/2020-12-06.png
2020-12-11,Rossa,Arancione,Arancione,Arancione,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,0,12,8,1,https://covid-19-zone.tsiotas.com/img/2020-12-06.png
2020-12-12,Rossa,Arancione,Arancione,Arancione,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,0,12,8,1,https://covid-19-zone.tsiotas.com/img/2020-12-06.png
2020-12-13,Arancione,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2020-12-13.png
2020-12-14,Arancione,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2020-12-13.png
2020-12-15,Arancione,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2020-12-13.png
2020-12-16,Arancione,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2020-12-13.png
2020-12-17,Arancione,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2020-12-13.png
2020-12-18,Arancione,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2020-12-13.png
2020-12-19,Arancione,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2020-12-13.png
2020-12-20,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,0,20,1,0,https://covid-19-zone.tsiotas.com/img/2020-12-20.png
2020-12-21,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,0,20,1,0,https://covid-19-zone.tsiotas.com/img/2020-12-20.png
2020-12-22,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,0,20,1,0,https://covid-19-zone.tsiotas.com/img/2020-12-20.png
2020-12-23,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,0,20,1,0,https://covid-19-zone.tsiotas.com/img/2020-12-20.png
2020-12-24,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,0,0,0,21,https://covid-19-zone.tsiotas.com/img/2020-12-24.png
2020-12-25,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,0,0,0,21,https://covid-19-zone.tsiotas.com/img/2020-12-24.png
2020-12-26,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,0,0,0,21,https://covid-19-zone.tsiotas.com/img/2020-12-24.png
2020-12-27,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,0,0,0,21,https://covid-19-zone.tsiotas.com/img/2020-12-24.png
2020-12-28,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,0,0,21,0,https://covid-19-zone.tsiotas.com/img/2020-12-28.png
2020-12-29,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,0,0,21,0,https://covid-19-zone.tsiotas.com/img/2020-12-28.png
2020-12-30,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,0,0,21,0,https://covid-19-zone.tsiotas.com/img/2020-12-28.png
2020-12-31,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,0,0,0,21,https://covid-19-zone.tsiotas.com/img/2020-12-31.png
2021-01-01,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,0,0,0,21,https://covid-19-zone.tsiotas.com/img/2020-12-31.png
2021-01-02,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,0,0,0,21,https://covid-19-zone.tsiotas.com/img/2020-12-31.png
2021-01-03,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,0,0,0,21,https://covid-19-zone.tsiotas.com/img/2020-12-31.png
2021-01-04,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,0,0,21,0,https://covid-19-zone.tsiotas.com/img/2021-01-04.png
2021-01-05,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,0,0,0,21,https://covid-19-zone.tsiotas.com/img/2021-01-05.png
2021-01-06,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,Rossa,0,0,0,21,https://covid-19-zone.tsiotas.com/img/2021-01-05.png
2021-01-07,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,0,21,0,0,https://covid-19-zone.tsiotas.com/img/2021-01-07.png
2021-01-08,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,0,21,0,0,https://covid-19-zone.tsiotas.com/img/2021-01-07.png
2021-01-09,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2021-01-09.png
2021-01-10,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2021-01-09.png
2021-01-11,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2021-01-09.png
2021-01-12,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2021-01-09.png
2021-01-13,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2021-01-09.png
2021-01-14,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2021-01-09.png
2021-01-15,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2021-01-09.png
2021-01-16,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2021-01-09.png
2021-01-17,Gialla,Gialla,Arancione,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Gialla,Arancione,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2021-01-09.png
2021-01-18,Arancione,Gialla,Arancione,Gialla,Arancione,Arancione,Arancione,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Arancione,0,6,12,3,https://covid-19-zone.tsiotas.com/img/2021-01-18.png
2021-01-19,Arancione,Gialla,Arancione,Gialla,Arancione,Arancione,Arancione,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Arancione,0,6,12,3,https://covid-19-zone.tsiotas.com/img/2021-01-18.png
2021-01-20,Arancione,Gialla,Arancione,Gialla,Arancione,Arancione,Arancione,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Arancione,0,6,12,3,https://covid-19-zone.tsiotas.com/img/2021-01-18.png
2021-01-21,Arancione,Gialla,Arancione,Gialla,Arancione,Arancione,Arancione,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Arancione,0,6,12,3,https://covid-19-zone.tsiotas.com/img/2021-01-18.png
2021-01-22,Arancione,Gialla,Arancione,Gialla,Arancione,Arancione,Arancione,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Arancione,0,6,12,3,https://covid-19-zone.tsiotas.com/img/2021-01-18.png
2021-01-23,Arancione,Gialla,Arancione,Gialla,Arancione,Arancione,Arancione,Arancione,Rossa,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Arancione,0,6,12,3,https://covid-19-zone.tsiotas.com/img/2021-01-18.png
2021-01-24,Arancione,Gialla,Arancione,Gialla,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Arancione,Rossa,Gialla,Arancione,Arancione,Arancione,0,5,14,2,https://covid-19-zone.tsiotas.com/img/2021-01-24.png
2021-01-25,Arancione,Gialla,Arancione,Gialla,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Arancione,Rossa,Gialla,Arancione,Arancione,Arancione,0,5,14,2,https://covid-19-zone.tsiotas.com/img/2021-01-24.png
2021-01-26,Arancione,Gialla,Arancione,Gialla,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Arancione,Rossa,Gialla,Arancione,Arancione,Arancione,0,5,14,2,https://covid-19-zone.tsiotas.com/img/2021-01-24.png
2021-01-27,Arancione,Gialla,Arancione,Gialla,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Arancione,Rossa,Gialla,Arancione,Arancione,Arancione,0,5,14,2,https://covid-19-zone.tsiotas.com/img/2021-01-24.png
2021-01-28,Arancione,Gialla,Arancione,Gialla,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Arancione,Rossa,Gialla,Arancione,Arancione,Arancione,0,5,14,2,https://covid-19-zone.tsiotas.com/img/2021-01-24.png
2021-01-29,Arancione,Gialla,Arancione,Gialla,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Arancione,Rossa,Gialla,Arancione,Arancione,Arancione,0,5,14,2,https://covid-19-zone.tsiotas.com/img/2021-01-24.png
2021-01-30,Arancione,Gialla,Arancione,Gialla,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Arancione,Rossa,Gialla,Arancione,Arancione,Arancione,0,5,14,2,https://covid-19-zone.tsiotas.com/img/2021-01-24.png
2021-01-31,Arancione,Gialla,Arancione,Gialla,Arancione,Arancione,Arancione,Arancione,Arancione,Arancione,Gialla,Rossa,Gialla,Arancione,Arancione,Arancione,Rossa,Gialla,Arancione,Arancione,Arancione,0,5,14,2,https://covid-19-zone.tsiotas.com/img/2021-01-24.png
2021-02-01,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Arancione,Arancione,Arancione,Gialla,Arancione,Gialla,Gialla,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2021-02-01.png
2021-02-02,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Arancione,Arancione,Arancione,Gialla,Arancione,Gialla,Gialla,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2021-02-01.png
2021-02-03,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Arancione,Arancione,Arancione,Gialla,Arancione,Gialla,Gialla,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2021-02-01.png
2021-02-04,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Arancione,Arancione,Arancione,Gialla,Arancione,Gialla,Gialla,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2021-02-01.png
2021-02-05,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Gialla,Arancione,Gialla,Gialla,Arancione,Arancione,Arancione,Gialla,Arancione,Gialla,Gialla,0,16,5,0,https://covid-19-zone.tsiotas.com/img/2021-02-01.png
